# Error table with no prior information for ACF noise level 0.010 and radar frequency 2.33e+08.
# 
# The first six columns are values of the plasma parameters, and the last four
# columns are the relative errors in four-parameter (Ne, Ti, Te/Ti, Vi) fits.
# 
# For details, see Vallinkoski et al. (1988), https://doi.org/10.1016/0021-9169(88)90106-7
# and Appendix B of Lehtinen (2014), http://urn.fi/urn:isbn:9789526205854
# 
# Ilkka Virtanen (ilkka.i.virtanen@oulu.fi), 2022
# 
#Ne [1/m3]   Ti [K]   Te/Ti   Coll [1/s]   Vi [m/s]   [O+]   Err(Ne/N0)   Err(Ti/T0)   Err(Te/Ti)   Err(Vi/Vi0)
Ne   Ti    Te/Ti   Coll   Vi    [O+]   Err(Ne/N0)   Err(Ti/T0)   Err(Te/Ti)   Err(Vi/Vi0)
    1e+12      600    3.0          3000      -1000    0.0         0.10         0.12         0.14         22.03
    1e+12      600    3.0          3000      -1000    0.5         0.10         0.13         0.14         29.50
    1e+12      600    3.0          3000      -1000    1.0         0.09         0.11         0.13         29.96
    1e+12      600    3.0          3000          0    0.0         0.10         0.12         0.14         22.03
    1e+12      600    3.0          3000          0    0.5         0.10         0.13         0.14         29.50
    1e+12      600    3.0          3000          0    1.0         0.09         0.11         0.13         29.96
    1e+12      600    3.0          3000       1000    0.0         0.10         0.12         0.14         22.03
    1e+12      600    3.0          3000       1000    0.5         0.10         0.13         0.14         29.50
    1e+12      600    3.0          3000       1000    1.0         0.09         0.11         0.13         29.96
    1e+12      600    3.0          3000       2000    0.0         0.10         0.12         0.14         22.03
    1e+12      600    3.0          3000       2000    0.5         0.10         0.13         0.14         29.50
    1e+12      600    3.0          3000       2000    1.0         0.09         0.11         0.13         29.96
    1e+12     3000    0.5             0      -2000    0.0         0.02         0.04         0.08         14.63
    1e+12     3000    0.5             0      -2000    0.5         0.03         0.06         0.09         19.52
    1e+12     3000    0.5             0      -2000    1.0         0.03         0.05         0.09         23.76
    1e+12     3000    0.5             0      -1000    0.0         0.02         0.04         0.08         14.63
    1e+12     3000    0.5             0      -1000    0.5         0.03         0.06         0.09         19.52
    1e+12     3000    0.5             0      -1000    1.0         0.03         0.05         0.09         23.76
    1e+12     3000    0.5             0          0    0.0         0.02         0.04         0.08         14.63
    1e+12     3000    0.5             0          0    0.5         0.03         0.06         0.09         19.52
    1e+12     3000    0.5             0          0    1.0         0.03         0.05         0.09         23.76
    1e+12     3000    0.5             0       1000    0.0         0.02         0.04         0.08         14.63
    1e+12     3000    0.5             0       1000    0.5         0.03         0.06         0.09         19.52
    1e+12     3000    0.5             0       1000    1.0         0.03         0.05         0.09         23.76
    1e+12     3000    0.5             0       2000    0.0         0.02         0.04         0.08         14.63
    1e+12     3000    0.5             0       2000    0.5         0.03         0.06         0.09         19.52
    1e+12     3000    0.5             0       2000    1.0         0.03         0.05         0.09         23.76
    1e+12     3000    0.5           500      -2000    0.0         0.03         0.05         0.08         14.67
    1e+12     3000    0.5           500      -2000    0.5         0.03         0.06         0.10         19.47
    1e+12     3000    0.5           500      -2000    1.0         0.03         0.05         0.09         23.82
    1e+12     3000    0.5           500      -1000    0.0         0.03         0.05         0.08         14.67
    1e+12     3000    0.5           500      -1000    0.5         0.03         0.06         0.10         19.47
    1e+12     3000    0.5           500      -1000    1.0         0.03         0.05         0.09         23.82
    1e+12     3000    0.5           500          0    0.0         0.03         0.05         0.08         14.67
    1e+12     3000    0.5           500          0    0.5         0.03         0.06         0.10         19.47
    1e+12     3000    0.5           500          0    1.0         0.03         0.05         0.09         23.82
    1e+12     3000    0.5           500       1000    0.0         0.03         0.05         0.08         14.67
    1e+12     3000    0.5           500       1000    0.5         0.03         0.06         0.10         19.47
    1e+12     3000    0.5           500       1000    1.0         0.03         0.05         0.09         23.82
    1e+12     3000    0.5           500       2000    0.0         0.03         0.05         0.08         14.67
    1e+12     3000    0.5           500       2000    0.5         0.03         0.06         0.10         19.47
    1e+12     3000    0.5           500       2000    1.0         0.03         0.05         0.09         23.82
    1e+12     3000    0.5          3000      -2000    0.0         0.04         0.06         0.12         14.06
    1e+12     3000    0.5          3000      -2000    0.5         0.04         0.08         0.13         18.52
    1e+12     3000    0.5          3000      -2000    1.0         0.04         0.07         0.12         23.34
    1e+12     3000    0.5          3000      -1000    0.0         0.04         0.06         0.12         14.06
    1e+12     3000    0.5          3000      -1000    0.5         0.04         0.08         0.13         18.52
    1e+12     3000    0.5          3000      -1000    1.0         0.04         0.07         0.12         23.34
    1e+12     3000    0.5          3000          0    0.0         0.04         0.06         0.12         14.06
    1e+12     3000    0.5          3000          0    0.5         0.04         0.08         0.13         18.52
    1e+12     3000    0.5          3000          0    1.0         0.04         0.07         0.12         23.34
    1e+12     3000    0.5          3000       1000    0.0         0.04         0.06         0.12         14.06
    1e+12     3000    0.5          3000       1000    0.5         0.04         0.08         0.13         18.52
    1e+12     3000    0.5          3000       1000    1.0         0.04         0.07         0.12         23.34
    1e+12     3000    0.5          3000       2000    0.0         0.04         0.06         0.12         14.06
    1e+12     3000    0.5          3000       2000    0.5         0.04         0.08         0.13         18.52
    1e+12     3000    0.5          3000       2000    1.0         0.04         0.07         0.12         23.34
    1e+12     3000    1.0             0      -2000    0.0         0.03         0.04         0.06         18.98
    1e+12     3000    1.0             0      -2000    0.5         0.04         0.06         0.07         27.33
    1e+12     3000    1.0             0      -2000    1.0         0.03         0.05         0.07         30.88
    1e+12     3000    1.0             0      -1000    0.0         0.03         0.04         0.06         18.98
    1e+12     3000    1.0             0      -1000    0.5         0.04         0.06         0.07         27.33
    1e+12     3000    1.0             0      -1000    1.0         0.03         0.05         0.07         30.88
    1e+12     3000    1.0             0          0    0.0         0.03         0.04         0.06         18.98
    1e+12     3000    1.0             0          0    0.5         0.04         0.06         0.07         27.33
    1e+12     3000    1.0             0          0    1.0         0.03         0.05         0.07         30.88
    1e+12     3000    1.0             0       1000    0.0         0.03         0.04         0.06         18.98
    1e+12     3000    1.0             0       1000    0.5         0.04         0.06         0.07         27.33
    1e+12     3000    1.0             0       1000    1.0         0.03         0.05         0.07         30.88
    1e+12     3000    1.0             0       2000    0.0         0.03         0.04         0.06         18.98
    1e+12     3000    1.0             0       2000    0.5         0.04         0.06         0.07         27.33
    1e+12     3000    1.0             0       2000    1.0         0.03         0.05         0.07         30.88
    1e+12     3000    1.0           500      -2000    0.0         0.03         0.04         0.06         19.70
    1e+12     3000    1.0           500      -2000    0.5         0.04         0.06         0.08         27.96
    1e+12     3000    1.0           500      -2000    1.0         0.04         0.05         0.07         31.74
    1e+12     3000    1.0           500      -1000    0.0         0.03         0.04         0.06         19.70
    1e+12     3000    1.0           500      -1000    0.5         0.04         0.06         0.08         27.96
    1e+12     3000    1.0           500      -1000    1.0         0.04         0.05         0.07         31.74
    1e+12     3000    1.0           500          0    0.0         0.03         0.04         0.06         19.70
    1e+12     3000    1.0           500          0    0.5         0.04         0.06         0.08         27.96
    1e+12     3000    1.0           500          0    1.0         0.04         0.05         0.07         31.74
    1e+12     3000    1.0           500       1000    0.0         0.03         0.04         0.06         19.70
    1e+12     3000    1.0           500       1000    0.5         0.04         0.06         0.08         27.96
    1e+12     3000    1.0           500       1000    1.0         0.04         0.05         0.07         31.74
    1e+12     3000    1.0           500       2000    0.0         0.03         0.04         0.06         19.70
    1e+12     3000    1.0           500       2000    0.5         0.04         0.06         0.08         27.96
    1e+12     3000    1.0           500       2000    1.0         0.04         0.05         0.07         31.74
    1e+12     3000    1.0          3000      -2000    0.0         0.04         0.06         0.09         22.00
    1e+12     3000    1.0          3000      -2000    0.5         0.05         0.08         0.10         29.96
    1e+12     3000    1.0          3000      -2000    1.0         0.04         0.07         0.09         34.90
    1e+12     3000    1.0          3000      -1000    0.0         0.04         0.06         0.09         22.00
    1e+12     3000    1.0          3000      -1000    0.5         0.05         0.08         0.10         29.96
    1e+12     3000    1.0          3000      -1000    1.0         0.04         0.07         0.09         34.90
    1e+12     3000    1.0          3000          0    0.0         0.04         0.06         0.09         22.00
    1e+12     3000    1.0          3000          0    0.5         0.05         0.08         0.10         29.96
    1e+12     3000    1.0          3000          0    1.0         0.04         0.07         0.09         34.90
    1e+12     3000    1.0          3000       1000    0.0         0.04         0.06         0.09         22.00
    1e+12     3000    1.0          3000       1000    0.5         0.05         0.08         0.10         29.96
    1e+12     3000    1.0          3000       1000    1.0         0.04         0.07         0.09         34.90
    1e+12     3000    1.0          3000       2000    0.0         0.04         0.06         0.09         22.00
    1e+12     3000    1.0          3000       2000    0.5         0.05         0.08         0.10         29.96
    1e+12     3000    1.0          3000       2000    1.0         0.04         0.07         0.09         34.90
    1e+12     3000    3.0             0      -2000    0.0         0.04         0.03         0.05         18.14
    1e+12     3000    3.0             0      -2000    0.5         0.05         0.05         0.07         32.62
    1e+12     3000    3.0             0      -2000    1.0         0.04         0.04         0.06         29.40
    1e+12     3000    3.0             0      -1000    0.0         0.04         0.03         0.05         18.14
    1e+12     3000    3.0             0      -1000    0.5         0.05         0.05         0.07         32.62
    1e+12     3000    3.0             0      -1000    1.0         0.04         0.04         0.06         29.40
    1e+12     3000    3.0             0          0    0.0         0.04         0.03         0.05         18.14
    1e+12     3000    3.0             0          0    0.5         0.05         0.05         0.07         32.62
    1e+12     3000    3.0             0          0    1.0         0.04         0.04         0.06         29.40
    1e+12     3000    3.0             0       1000    0.0         0.04         0.03         0.05         18.14
    1e+12     3000    3.0             0       1000    0.5         0.05         0.05         0.07         32.62
    1e+12     3000    3.0             0       1000    1.0         0.04         0.04         0.06         29.40
    1e+12     3000    3.0             0       2000    0.0         0.04         0.03         0.05         18.14
    1e+12     3000    3.0             0       2000    0.5         0.05         0.05         0.07         32.62
    1e+12     3000    3.0             0       2000    1.0         0.04         0.04         0.06         29.40
    1e+12     3000    3.0           500      -2000    0.0         0.04         0.04         0.06         20.46
    1e+12     3000    3.0           500      -2000    0.5         0.05         0.06         0.07         35.05
    1e+12     3000    3.0           500      -2000    1.0         0.05         0.05         0.06         32.13
    1e+12     3000    3.0           500      -1000    0.0         0.04         0.04         0.06         20.46
    1e+12     3000    3.0           500      -1000    0.5         0.05         0.06         0.07         35.05
    1e+12     3000    3.0           500      -1000    1.0         0.05         0.05         0.06         32.13
    1e+12     3000    3.0           500          0    0.0         0.04         0.04         0.06         20.46
    1e+12     3000    3.0           500          0    0.5         0.05         0.06         0.07         35.05
    1e+12     3000    3.0           500          0    1.0         0.05         0.05         0.06         32.13
    1e+12     3000    3.0           500       1000    0.0         0.04         0.04         0.06         20.46
    1e+12     3000    3.0           500       1000    0.5         0.05         0.06         0.07         35.05
    1e+12     3000    3.0           500       1000    1.0         0.05         0.05         0.06         32.13
    1e+12     3000    3.0           500       2000    0.0         0.04         0.04         0.06         20.46
    1e+12     3000    3.0           500       2000    0.5         0.05         0.06         0.07         35.05
    1e+12     3000    3.0           500       2000    1.0         0.05         0.05         0.06         32.13
    1e+12     3000    3.0          3000      -2000    0.0         0.06         0.07         0.08         32.21
    1e+12     3000    3.0          3000      -2000    0.5         0.07         0.08         0.10         47.35
    1e+12     3000    3.0          3000      -2000    1.0         0.06         0.07         0.09         45.92
    1e+12     3000    3.0          3000      -1000    0.0         0.06         0.07         0.08         32.21
    1e+12     3000    3.0          3000      -1000    0.5         0.07         0.08         0.10         47.35
    1e+12     3000    3.0          3000      -1000    1.0         0.06         0.07         0.09         45.92
    1e+12     3000    3.0          3000          0    0.0         0.06         0.07         0.08         32.21
    1e+12     3000    3.0          3000          0    0.5         0.07         0.08         0.10         47.35
    1e+12     3000    3.0          3000          0    1.0         0.06         0.07         0.09         45.92
    1e+12     3000    3.0          3000       1000    0.0         0.06         0.07         0.08         32.21
    1e+12     3000    3.0          3000       1000    0.5         0.07         0.08         0.10         47.35
    1e+12     3000    3.0          3000       1000    1.0         0.06         0.07         0.09         45.92
    1e+12     3000    3.0          3000       2000    0.0         0.06         0.07         0.08         32.21
    1e+12     3000    3.0          3000       2000    0.5         0.07         0.08         0.10         47.35
    1e+12     3000    3.0          3000       2000    1.0         0.06         0.07         0.09         45.92
